TIME, SPEED_CMD (kph), RPM_CMD, FUEL_LEVEL_CMD (%), ABSOLUTE_LOAD_CMD (%), ENGINE_LOAD_CMD (%), RELATIVE_THROTTLE_POS_CMD (%), THROTTLE_POS_B_CMD (%),
1537303853,26,1761.5,29.80392157,14.11764706,7.450980392,3.921568627,14.50980392, 
1537303854,25,1738.5,29.80392157,31.37254902,16.8627451,9.019607843,19.60784314, 
1537303855,27,1830,29.80392157,13.33333333,7.058823529,3.921568627,14.11764706, 
1537303857,19,1251,29.80392157,15.29411765,8.62745098,2.745098039,13.33333333, 
1537303858,22,1552,29.80392157,98.03921569,52.54901961,78.03921569,88.62745098, 
1537303860,32,2221,29.80392157,51.76470588,28.62745098,11.76470588,23.1372549, 
1537303861,39,2648.5,29.80392157,43.52941176,24.70588235,11.76470588,22.35294118, 
1537303863,42,2848.5,29.80392157,13.7254902,7.843137255,5.490196078,16.07843137, 
1537303864,39,2627,29.80392157,14.11764706,7.843137255,5.098039216,15.68627451, 
1537303865,31,2025.5,29.80392157,14.11764706,7.450980392,4.31372549,14.90196078, 
1537303867,19,1292,29.80392157,14.11764706,7.450980392,2.745098039,12.94117647, 
1537303868,17,1169,29.80392157,14.11764706,7.450980392,2.745098039,13.33333333, 
1537303870,18,1353,29.80392157,66.66666667,36.07843137,15.68627451,34.90196078, 
1537303871,27,1883.5,29.80392157,58.03921569,30.98039216,12.15686275,23.1372549, 
1537303873,34,2349,29.80392157,33.33333333,18.03921569,9.019607843,19.60784314, 
1537303874,34,2296.5,29.80392157,13.7254902,7.450980392,4.705882353,15.29411765, 
1537303876,27,1826.5,29.80392157,14.11764706,7.450980392,3.921568627,14.50980392, 
1537303877,25,1671.5,29.80392157,50.98039216,27.45098039,12.54901961,22.74509804, 
1537303878,30,2073,29.80392157,35.29411765,18.82352941,9.019607843,19.60784314, 
1537303880,31,2081,29.80392157,13.7254902,7.450980392,4.31372549,14.90196078, 
1537303881,27,1828.5,29.80392157,14.11764706,7.450980392,3.921568627,14.50980392, 
1537303883,20,1415.5,29.80392157,14.11764706,7.450980392,2.745098039,13.33333333, 
1537303884,15,983,29.80392157,21.17647059,10.98039216,3.529411765,14.11764706, 
1537303886,15,856,29.80392157,21.96078431,11.76470588,3.137254902,14.50980392, 
1537303887,17,1297.5,29.80392157,43.52941176,22.74509804,9.019607843,20, 
1537303889,20,1408,29.80392157,39.60784314,20.78431373,9.019607843,20, 
1537303890,25,1676.5,29.80392157,87.05882353,49.80392157,68.62745098,79.21568627, 
1537303892,37,2763.5,29.80392157,145.4901961,81.17647059,30.98039216,41.56862745, 
1537303893,46,3113.5,29.80392157,13.7254902,8.235294118,5.490196078,16.07843137, 
1537303895,41,2752,29.80392157,14.11764706,7.843137255,5.490196078,15.68627451, 
1537303896,29,1966,29.80392157,14.50980392,7.450980392,3.921568627,14.11764706, 
1537303897,17,1120.5,29.80392157,18.03921569,9.803921569,3.137254902,13.7254902, 
1537303899,6,861,29.80392157,22.35294118,11.76470588,3.529411765,14.11764706, 
1537303900,0,817,29.80392157,24.31372549,12.54901961,3.529411765,14.11764706, 
1537303902,2,952.5,29.80392157,52.54901961,27.45098039,8.62745098,21.17647059, 
1537303903,12,1615.5,29.80392157,49.80392157,25.49019608,11.37254902,20.39215686, 
1537303905,18,2363,29.80392157,44.31372549,20.78431373,12.54901961,20.39215686, 
1537303906,20,1722.5,29.80392157,62.35294118,45.09803922,34.11764706,44.70588235, 
1537303907,24,1750,29.80392157,48.62745098,22.74509804,8.62745098,19.21568627, 
1537303909,27,1839,29.80392157,28.23529412,14.90196078,7.450980392,18.03921569, 
1537303910,28,1923.5,29.80392157,17.25490196,12.54901961,5.882352941,15.29411765, 
1537303912,27,1813.5,29.80392157,13.33333333,7.058823529,3.529411765,14.11764706, 
1537303913,22,1517,29.80392157,14.11764706,7.450980392,3.137254902,13.7254902, 
1537303915,20,1391.5,29.80392157,32.94117647,17.64705882,8.235294118,18.82352941, 
1537303916,24,1649.5,29.80392157,47.05882353,24.31372549,11.37254902,21.17647059, 
1537303918,29,1965.5,29.80392157,27.45098039,13.7254902,7.058823529,17.25490196, 
1537303919,29,2002.5,29.80392157,14.50980392,7.058823529,3.529411765,14.11764706, 
1537303921,27,1847,29.80392157,14.11764706,7.450980392,3.921568627,14.50980392, 
1537303922,22,1504,29.80392157,14.11764706,7.450980392,3.137254902,13.7254902, 
1537303923,19,1309.5,29.80392157,18.03921569,10.98039216,5.098039216,15.68627451, 
1537303925,21,1427,29.80392157,22.74509804,10.58823529,5.490196078,16.07843137, 
1537303926,19,1300.5,29.80392157,13.7254902,7.450980392,2.745098039,13.33333333, 
1537303928,15,897.5,29.80392157,21.17647059,10.98039216,3.137254902,13.7254902, 
1537303929,10,820.5,29.80392157,22.74509804,11.76470588,3.137254902,13.7254902, 
1537303931,8,811.5,29.80392157,25.09803922,12.54901961,3.529411765,14.11764706, 
1537303932,9,700.5,29.80392157,65.49019608,34.90196078,48.23529412,58.82352941, 
1537303933,15,1135,29.80392157,74.90196078,40.78431373,12.94117647,23.52941176, 
1537303935,25,1751,29.80392157,114.9019608,63.92156863,76.8627451,87.84313725, 
1537303936,41,2850.5,29.80392157,149.0196078,88.62745098,78.03921569,88.62745098, 
1537303938,60,4100,29.80392157,65.88235294,12.54901961,17.64705882,28.23529412, 
1537303939,54,3496.5,29.80392157,14.90196078,8.62745098,14.90196078,25.49019608, 
1537303941,30,2142,29.80392157,14.11764706,7.450980392,3.921568627,14.90196078, 
1537303942,30,1048.5,29.80392157,26.66666667,13.7254902,4.705882353,16.47058824, 
1537303944,30,2050,29.80392157,14.11764706,7.450980392,5.490196078,15.68627451, 
1537303945,30,2010.5,29.80392157,14.11764706,7.450980392,4.705882353,15.29411765, 
1537303946,28,1898.5,29.80392157,14.11764706,7.450980392,4.31372549,15.29411765, 
1537303948,27,1833,29.80392157,14.11764706,7.450980392,4.31372549,14.90196078, 
1537303949,22,1494,29.80392157,14.50980392,7.450980392,3.137254902,13.33333333, 
1537303951,17,897,29.80392157,20.78431373,10.98039216,3.137254902,13.7254902, 
1537303952,16,827,29.80392157,21.56862745,11.37254902,3.137254902,13.7254902, 
1537303954,14,1085,29.80392157,74.11764706,40.78431373,27.05882353,37.64705882, 
1537303955,24,1642,29.80392157,107.4509804,58.43137255,78.03921569,88.62745098, 
1537303957,37,2568,29.80392157,93.7254902,49.41176471,18.43137255,28.62745098, 
1537303958,44,3010,29.80392157,49.01960784,28.23529412,12.54901961,23.1372549, 
1537303959,43,2821.5,29.80392157,14.50980392,8.235294118,5.490196078,16.07843137, 
1537303961,33,2437,29.80392157,85.49019608,49.41176471,50.98039216,81.56862745, 
1537303962,47,3292.5,29.80392157,148.2352941,90.58823529,78.03921569,88.62745098, 
1537303964,64,4216.5,29.80392157,20.78431373,11.76470588,21.96078431,32.54901961, 
1537303965,56,3687,29.80392157,14.50980392,8.62745098,8.62745098,19.21568627, 
1537303967,46,3145,29.80392157,14.50980392,8.62745098,7.450980392,18.03921569, 
1537303968,43,2966,29.80392157,14.50980392,8.235294118,7.058823529,17.64705882, 
1537303970,35,2392.5,29.80392157,14.11764706,7.843137255,5.490196078,15.68627451, 
1537303971,27,1845,29.80392157,14.11764706,7.450980392,3.921568627,14.50980392, 
1537303972,26,1908.5,29.80392157,75.68627451,38.43137255,15.29411765,25.88235294, 
1537303974,34,2352.5,29.80392157,52.94117647,29.01960784,12.54901961,23.1372549, 
1537303975,39,2600,29.80392157,14.11764706,7.450980392,5.490196078,15.29411765, 
1537303977,35,2348,29.80392157,14.11764706,7.843137255,5.098039216,15.68627451, 
1537303978,29,2001,29.80392157,13.7254902,7.450980392,4.705882353,15.29411765, 
1537303980,21,1224,29.80392157,14.11764706,7.058823529,2.352941176,12.94117647, 
1537303981,10,865,29.80392157,20.78431373,10.98039216,3.137254902,13.7254902, 
1537303983,7,904,29.80392157,38.82352941,20.78431373,6.666666667,18.43137255, 
1537303984,11,1453.5,29.80392157,56.07843137,29.41176471,13.7254902,24.70588235, 
1537303986,21,2692.5,29.80392157,45.49019608,19.60784314,9.803921569,20.39215686, 
1537303987,25,2326,29.80392157,89.41176471,50.98039216,48.23529412,58.82352941, 
1537303988,38,2632,29.80392157,66.2745098,37.25490196,15.68627451,26.2745098, 
1537303990,44,2986.5,29.80392157,41.96078431,24.70588235,11.76470588,22.74509804, 
1537303991,46,3117,29.80392157,25.49019608,13.33333333,9.411764706,17.64705882, 
1537303993,42,2863.5,29.80392157,14.50980392,8.235294118,5.882352941,16.47058824, 
1537303994,39,2648,29.80392157,28.23529412,16.07843137,9.803921569,20.39215686, 
1537303996,39,2631,29.80392157,25.88235294,14.90196078,9.411764706,20, 
1537303997,36,2493.5,28.23529412,14.11764706,7.450980392,4.705882353,15.68627451, 
1537303999,31,2137,28.23529412,14.11764706,7.450980392,4.31372549,14.90196078, 
1537304000,24,1578.5,28.23529412,23.1372549,17.64705882,7.450980392,18.03921569, 
1537304002,29,2024,28.23529412,84.70588235,45.49019608,16.47058824,27.05882353, 
1537304003,35,2440.5,28.23529412,55.29411765,30.58823529,13.33333333,23.92156863, 
1537304004,39,2690,28.23529412,42.35294118,23.92156863,11.76470588,22.35294118, 
1537304006,41,2751,28.23529412,14.11764706,7.843137255,5.490196078,16.07843137, 
1537304007,38,2583,28.23529412,14.11764706,7.843137255,5.098039216,15.68627451, 
1537304009,34,2305,28.23529412,14.11764706,7.843137255,4.705882353,15.29411765, 
1537304010,28,1903,28.23529412,14.11764706,7.450980392,4.31372549,14.90196078, 
1537304011,21,1553.5,28.23529412,20,11.76470588,5.098039216,15.68627451, 
1537304013,28,1962,28.23529412,79.60784314,40,16.47058824,24.31372549, 
1537304014,33,2176,28.23529412,13.33333333,7.450980392,4.31372549,14.90196078, 
1537304016,28,1880.5,28.23529412,14.11764706,7.450980392,3.921568627,14.50980392, 
1537304017,22,1564,28.23529412,16.8627451,10.98039216,5.098039216,15.68627451, 
1537304019,22,1626,28.23529412,80.78431373,43.92156863,56.07843137,66.66666667, 
1537304020,34,2393,28.23529412,154.9019608,87.84313725,78.03921569,88.62745098, 
1537304022,48,3206,28.23529412,14.11764706,8.235294118,4.31372549,15.29411765, 
1537304023,40,2702.5,28.23529412,14.11764706,7.843137255,5.098039216,15.68627451, 
1537304024,27,1853.5,28.23529412,14.11764706,7.450980392,3.529411765,14.11764706, 
1537304026,20,1401.5,28.23529412,33.33333333,21.96078431,10.58823529,21.17647059, 
1537304027,23,1662.5,28.23529412,35.29411765,15.29411765,5.882352941,16.47058824, 
1537304029,22,1508.5,28.23529412,14.11764706,7.058823529,3.137254902,13.7254902, 
1537304030,19,1304.5,28.23529412,13.7254902,7.058823529,3.137254902,13.7254902, 
1537304032,16,1142.5,28.23529412,14.11764706,7.450980392,2.745098039,12.94117647, 
1537304033,14,1048,28.23529412,38.82352941,21.17647059,7.450980392,18.43137255, 
1537304034,16,1163.5,28.23529412,25.09803922,12.54901961,5.098039216,15.68627451, 
1537304036,16,1050,28.23529412,15.29411765,8.62745098,2.352941176,12.94117647, 
1537304037,11,812.5,28.23529412,23.92156863,12.54901961,3.137254902,13.7254902, 
1537304039,10,796,28.23529412,26.2745098,13.7254902,3.921568627,14.50980392, 
1537304040,8,815.5,28.23529412,25.88235294,13.33333333,3.529411765,14.11764706, 
1537304042,1,832,28.23529412,25.09803922,12.94117647,3.529411765,14.11764706, 
1537304043,0,838,28.23529412,25.09803922,12.94117647,3.529411765,14.11764706, 
1537304045,0,874,28.23529412,24.70588235,12.94117647,3.921568627,14.50980392, 
1537304046,0,873,28.23529412,25.09803922,12.94117647,3.921568627,14.50980392, 
1537304047,0,877.5,28.23529412,25.49019608,13.33333333,3.921568627,14.50980392, 
1537304049,0,876.5,28.23529412,25.49019608,13.33333333,3.921568627,14.50980392, 
1537304050,0,872,28.23529412,25.49019608,13.33333333,3.921568627,14.50980392, 
1537304052,0,871.5,28.23529412,25.09803922,13.33333333,3.921568627,14.50980392, 
1537304053,0,874,28.23529412,25.49019608,13.33333333,3.921568627,14.50980392, 
1537304055,0,851.5,28.23529412,25.49019608,13.33333333,3.529411765,14.11764706, 
1537304056,0,868.5,28.23529412,25.49019608,13.33333333,3.921568627,14.50980392, 
1537304057,0,868.5,28.23529412,25.49019608,13.33333333,3.921568627,14.50980392, 
1537304059,0,862.5,28.23529412,25.09803922,13.33333333,3.921568627,14.50980392, 
1537304060,0,866,28.23529412,25.09803922,13.33333333,3.921568627,14.50980392, 
